Tag,Category,Label
ceiling,object,301
celesta,object,302
cellist,object,303
cello,object,304
cellular_telephone,object,305
center_console,object,306
central_processing_unit,object,307
centrepiece,object,308
chain,object,309
chain_link_fencing,object,310
chain_saw,object,311
chair,object,312
chalk,object,313
champagne,object,314
champagne_stemware,object,315
charcoal,object,316
charcuterie,object,317
chariot,object,318
chassis,object,319
cheek,object,320
cheerleader,object,321
cheerleading_uniform,object,322
cheese,object,323
cheese_pizza,object,324
cheeseburger,object,325
chef,object,326
cherry,object,327
chess_master,object,328
chessboard,object,329
chessman,object,330
chest,object,331
chest_hair,object,332
chest_of_drawers,object,333
chicken,object,334
chihuahua,object,335
child,object,336
chin,object,337
chip,object,338
chocolate,object,339
chocolate_brownie,object,340
chocolate_cake,object,341
chocolate_spread,object,342
choreographer,object,343
christmas_decoration,object,344
christmas_lights,object,345
christmas_tree,object,346
chute,object,347
circuit,object,348
circuit_component,object,349
circular_saw,object,350
circus_acrobat,object,351
citrullus,object,352
citrus,object,353
city_car,object,354
clam,object,355
clams_oysters_mussels_and_scallops,object,356
clarinet,object,357
clarinet_family,object,358
clavier,object,359
clementine,object,360
climber,object,361
climbing_frame,object,362
climbing_harness,object,363
closet,object,364
clothes_closet,object,365
clothes_dryer,object,366
clothes_hamper,object,367
clothing,object,368
cloud,object,369
clown,object,370
coat,object,371
cobblestone,object,372
cockapoo,object,373
cocktail,object,374
cocktail_dress,object,375
cocktail_garnish,object,376
coconut,object,377
cod,object,378
coffee,object,379
coffee_bean,object,380
coffee_cup,object,381
coffee_table,object,382
coin,object,383
cola,object,384
colander,object,385
cold_weapon,object,386
collage,object,387
collar,object,388
collection,object,389
collie,object,390
color_television,object,391
colt,object,392
colubridae,object,393
column,object,394
comb,object,395
comforter,object,396
commercial_vehicle,object,397
common_pet_parakeet,object,398
communication_device,object,399
commuter,object,400
compact_car,object,401
compact_van,object,402
companion_dog,object,403
composite_material,object,404
compound_microscope,object,405
computer,object,406
computer_accessory,object,407
computer_case,object,408
computer_component,object,409
computer_cooling,object,410
computer_hardware,object,411
computer_keyboard,object,412
concert_grand,object,413
concertina,object,414
condiment,object,415
conifer,object,416
construction_equipment,object,417
construction_worker,object,418
convertible,object,419
cookie,object,420
cookie_sheet,object,421
cookies_and_crackers,object,422
cookware_accessory,object,423
cookware_and_bakeware,object,424
cor_anglais,object,425
coral,object,426
coral_reef_fish,object,427
cornet,object,428
cosmetics,object,429
costume,object,430
couch,object,431
countertop,object,432
coverall,object,433
cow_goat_family,object,434
cowbarn,object,435
cowboy,object,436
cowboy_hat,object,437
craftsman,object,438
crampon,object,439
crane,object,440
cravat,object,441
cream,object,442
cream_cheese,object,443
cricket_bat,object,444
cricketer,object,445
crochet_needle,object,446
crocodile,object,447
crocodilia,object,448
crop,object,449
croquet_mallet,object,450
crossword_puzzle,object,451
cruciferous_vegetables,object,452
crystal,object,453
cuatro,object,454
cucumber,object,455
cucumber_gourd_and_melon_family,object,456
cucumis,object,457
cucurbita,object,458
cumulus,object,459
cup,object,460
cupboard,object,461
curbstone,object,462
curd,object,463
curtain,object,464
customer,object,465
cut_flowers,object,466
cutlery,object,467
cymbal,object,468
dairy_cow,object,469
dairy_product,object,470
dance_dress,object,471
dancer,object,472
dashboard,object,473
data_storage_device,object,474
date_palm,object,475
defenseman,object,476
desk,object,477
desktop_computer,object,478
dessert,object,479
dhow,object,480
diaper,object,481
diatonic_button_accordion,object,482
digital_clock,object,483
dining_table,object,484
dinnerware_set,object,485
dip,object,486
discinaceae,object,487
dish,object,488
dishware,object,489
dishwasher,object,490
disk_jockey,object,491
display_case,object,492
display_device,object,493
display_window,object,494
distilled_beverage,object,495
divemaster,object,496
diving_equipment,object,497
dobok,object,498
document,object,499
dog,object,500
dog_sled,object,501
doll,object,502
dolphin,object,503
dome,object,504
domestic_rabbit,object,505
donkey,object,506
door,object,507
door_handle,object,508
double_bass,object,509
dough,object,510
drawer,object,511
dress,object,512
dress_shirt,object,513
drill,object,514
drink,object,515
drinker,object,516
drinking_water,object,517
drinkware,object,518
drop,object,519
drum,object,520
drumhead,object,521
drummer,object,522
drumstick,object,523
dry_suit,object,524
dryer,object,525
duck,object,526
ducks_geese_and_swans,object,527
dumbbell,object,528
dump_truck,object,529
duplicator,object,530
dustpan,object,531
ear,object,532
earl_grey_tea,object,533
earrings,object,534
eating_apple,object,535
edger,object,536
edible_mushroom,object,537
egg,object,538
egg_yolk,object,539
electric_guitar,object,540
electric_organ,object,541
electric_piano,object,542
electrical_supply,object,543
electrical_wiring,object,544
electronic_component,object,545
electronic_device,object,546
electronic_keyboard,object,547
electronic_musical_instrument,object,548
electronic_signage,object,549
electronics_accessory,object,550
elephant,object,551
elliptical_trainer,object,552
emblem,object,553
emergency_vehicle,object,554
engine,object,555
engineer,object,556
envelope,object,557
epee,object,558
equestrian,object,559
espresso,object,560
euphonium,object,561
executive_car,object,562
exercise_bike,object,563
exercise_equipment,object,564
exercise_machine,object,565
exhaust_system,object,566
eye,object,567
eye_shadow,object,568
eyebrow,object,569
eyelash,object,570
eyewear,object,571
facade,object,572
face,object,573
facial_hair,object,574
family_car,object,575
fan,object,576
farm_machine,object,577
farmer,object,578
farmworker,object,579
fashion_accessory,object,580
fashion_model,object,581
faucet,object,582
feather,object,583
feather_boa,object,584
feature_phone,object,585
fedora,object,586
fence,object,587
fencing_sword,object,588
fencing_weapon,object,589
fern,object,590
ferry,object,591
fiddle,object,592
field_hockey_ball,object,593
figure_skater,object,594
figurine,object,595
fin,object,596
finger,object,597
finger_paint,object,598
fipple_flute,object,599
fir,object,600
fire,object,601
firearm,object,602
firefighter,object,603
fireplace,object,604
fish,object,605
fish_feeder,object,606
fisherman,object,607
fishing_bait,object,608
fishing_lure,object,609
fishing_rod,object,610
fishing_vessel,object,611
fitness_professional,object,612
flag,object,613
flag_of_the_united_states,object,614
flagstone,object,615
flashlight,object,616
flat_panel_display,object,617
flatbread,object,618
flautist,object,619
flightless_bird,object,620
flooring,object,621
florist,object,622
flour,object,623
flourless_chocolate_cake,object,624
flower,object,625
flower_bouquet,object,626
flowering_plant,object,627
flowerpot,object,628
flute,object,629
flutist,object,630
fly,object,631
foal,object,632
foil,object,633
folk_dancer,object,634
folk_instrument,object,635
fondant,object,636
food,object,637
food_processor,object,638
foot,object,639
football_equipment_and_supplies,object,640
football_helmet,object,641
football_player,object,642
footwear,object,643
forehead,object,644
fork,object,645
forklift_truck,object,646
formal_wear,object,647
fortepiano,object,648
foundation,object,649
fountain,object,650
fountain_pen,object,651
free_reed_aerophone,object,652
french_fries,object,653
fret,object,654
fried_egg,object,655
fried_rice,object,656
frost,object,657
frozen_dessert,object,658
fruit,object,659
fruit_tree,object,660
frying_pan,object,661
full_size_car,object,662
fungus,object,663
fur,object,664
fur_clothing,object,665
furniture,object,666
gadget,object,667
galliformes,object,668
game_controller,object,669
garbage_heap,object,670
garbage_man,object,671
garbage_truck,object,672
garden_roses,object,673
gardener,object,674
garmon,object,675
garnish,object,676
gas_burner,object,677
gas_pump,object,678
gas_ring,object,679
gate,object,680
gauge,object,681
gazebo,object,682
gear,object,683
gearshift,object,684
gemstone,object,685
german_shepherd_dog,object,686
german_spitz,object,687
gift,object,688
gin_and_tonic,object,689
giraffe,object,690
girl,object,691
glass,object,692
glassblower,object,693
glasses,object,694
glider,object,695
glockenspiel,object,696
glove,object,697
glutinous_rice,object,698
go_kart,object,699
goal,object,700
goat,object,701
goat_antelope,object,702
goggles,object,703
golden_retriever,object,704
goldfish,object,705
golf_ball,object,706
golf_equipment,object,707
golfcart,object,708
golfer,object,709
gourd,object,710
gown,object,711
graffiti,object,712
grand_piano,object,713
grape,object,714
grapevine_family,object,715
grass,object,716
gravel,object,717
great_dane,object,718
greek_salad,object,719
green_algae,object,720
green_bean,object,721
greenland_dog,object,722
grenadier,object,723
greyhound,object,724
griddle,object,725
grocer,object,726
groom,object,727
groundcover,object,728
guard_dog,object,729
guard_rail,object,730
guitar,object,731
guitar_accessory,object,732
guitarist,object,733
gymnast,object,734
hair,object,735
hair_accessory,object,736
hair_coloring,object,737
hair_dryer,object,738
hairbrush,object,739
hairdresser,object,740
halter,object,741
hamburger,object,742
hammer,object,743
hand,object,744
hand_calculator,object,745
hand_drum,object,746
hand_glass,object,747
handbag,object,748
handcart,object,749
handlebar,object,750
handrail,object,751
hang_glider,object,752
hard_hat,object,753
hardware,object,754
hardware_accessory,object,755
harmonica,object,756
harp,object,757
harvester,object,758
hat,object,759
hatchback,object,760
hatchet,object,761
havanese,object,762
hay,object,763
head,object,764
head_restraint,object,765
headgear,object,766
headphones,object,767
headpiece,object,768
hearth,object,769
hedge,object,770
heel,object,771
helmet,object,772
herb,object,773
high_heeled_footwear,object,774
highchair,object,775
hip,object,776
hockey_protective_equipment,object,777
hockey_stick,object,778
home_accessories,object,779
home_appliance,object,780
home_door,object,781
home_fencing,object,782
home_game_console_accessory,object,783
honeycomb,object,784
hood,object,785
hoodie,object,786
horizontal_bar,object,787
horn,object,788
hors_d_oeuvre,object,789
horse,object,790
horse_and_buggy,object,791
horse_harness,object,792
horse_like_mammal,object,793
horse_supplies,object,794
horse_tack,object,795
horse_trainer,object,796
horseman,object,797
hospital_bed,object,798
hot_air_balloon,object,799
hot_pot,object,800
hot_tub,object,801
household_cleaning_supply,object,802
houseplant,object,803
hub_gear,object,804
hubcap,object,805
human,object,806
human_body,object,807
human_leg,object,808
hunting_dog,object,809
hurdle,object,810
hybrid_bicycle,object,811
ice,object,812
ice_cream,object,813
ice_cream_cone,object,814
ice_lolly,object,815
ice_skate,object,816
iceberg,object,817
icing,object,818
illustration,object,819
indian_elephant,object,820
infant,object,821
infant_bed,object,822
infantry,object,823
inflatable_boat,object,824
ingredient,object,825
input_device,object,826
insect,object,827
invertebrate,object,828
iris,object,829
ivy,object,830
jack_o_lantern,object,831
jacket,object,832
jasmine_rice,object,833
javelin,object,834
jaw,object,835
jeans,object,836
jersey,object,837
jewellery,object,838
jigsaw_puzzle,object,839
jockey,object,840
joint,object,841
jointer,object,842
journalist,object,843
joystick,object,844
juggler,object,845
juice,object,846
jungle_gym,object,847
kayak,object,848
kettle,object,849
keyboard_instrument,object,850
keyboard_player,object,851
kielbasa,object,852
kilt,object,853
kisser,object,854
kitchen_appliance,object,855
kitchen_knife,object,856
kite,object,857
kitten,object,858
knackwurst,object,859
knee,object,860
knife,object,861
knit_cap,object,862
knitting_needle,object,863
knot,object,864
koi,object,865
konghou,object,866
lab_coat,object,867
label,object,868
labrador_retriever,object,869
lace,object,870
lacrosse_stick,object,871
lacrosse_training_equipment,object,872
ladder,object,873
lamp,object,874
laptop,object,875
lasso,object,876
latch,object,877
lathe,object,878
laundry,object,879
lawn,object,880
lcd_tv,object,881
lead_pencil,object,882
leaf,object,883
leaf_vegetable,object,884
leash,object,885
led_backlit_lcd_display,object,886
leggings,object,887
lemon,object,888
lemonade,object,889
lens,object,890
leotard,object,891
lettuce,object,892
lever,object,893
ligament,object,894
light_bulb,object,895
light_fixture,object,896
light_microscope,object,897
lighter,object,898
lighting_accessory,object,899
lineman,object,900
linens,object,901
lingerie,object,902
lip,object,903
lip_gloss,object,904
lipstick,object,905
liquor_shelf,object,906
litter,object,907
little_black_dress,object,908
livestock,object,909
lobe,object,910
lock,object,911
locker,object,912
locomotive,object,913
loggerhead,object,914
lollipop,object,915
longboard,object,916
loom,object,917
lotion,object,918
loudspeaker,object,919
lovebird,object,920
loveseat,object,921
lumber,object,922
lute,object,923
macaw,object,924
machine,object,925
machine_tool,object,926
magazine,object,927
maillot,object,928
makeup,object,929
mallet,object,930
maltese,object,931
mammal,object,932
man,object,933
mandarin_orange,object,934
mandolin,object,935
mane,object,936
maraca,object,937
marcher,object,938
mare,object,939
marimba,object,940
marine_invertebrates,object,941
marines,object,942
mask,object,943
mason_jar,object,944
mast,object,945
mat,object,946
matador,object,947
matsutake,object,948
mattress,object,949
mattress_pad,object,950
mcintosh,object,951
measuring_instrument,object,952
meat,object,953
meat_grinder,object,954
mechanic,object,955
media_player,object,956
medical_assistant,object,957
medical_equipment,object,958
medical_glove,object,959
medicine_ball,object,960
melee_weapon,object,961
mellophone,object,962
melon,object,963
membrane_winged_insect,object,964
mender,object,965
metal_lathe,object,966
metalsmith,object,967
microcontroller,object,968
microphone,object,969
microscope,object,970
microwave_oven,object,971
miler,object,972
military_camouflage,object,973
military_person,object,974
military_uniform,object,975
milk,object,976
miniature_poodle,object,977
minibus,object,978
minivan,object,979
mirror,object,980
mixer,object,981
mixing_bowl,object,982
mixing_console,object,983
mobile_device,object,984
mobile_phone,object,985
model,object,986
monument,object,987
moped,object,988
moss,object,989
motherboard,object,990
motocross_bike,object,991
motor_scooter,object,992
motor_ship,object,993
motor_vehicle,object,994
motorboat,object,995
motorcycle,object,996
motorcycle_accessories,object,997
motorized_wheelchair,object,998
mountain_bike,object,999
mountaineer,object,1000
moustache,object,1001
mouth,object,1002
mower,object,1003
mud,object,1004
mug,object,1005
mule,object,1006
mural,object,1007
muscle,object,1008
musher,object,1009
mushroom,object,1010
musical_instrument,object,1011
musical_instrument_accessory,object,1012
musical_keyboard,object,1013
musician,object,1014
musket,object,1015
nail,object,1016
nail_polish,object,1017
neck,object,1018
necklace,object,1019
necktie,object,1020
needle,object,1021
neon_lamp,object,1022
neon_sign,object,1023
net,object,1024
newscaster,object,1025
newspaper,object,1026
nib,object,1027
nightwear,object,1028
non_alcoholic_beverage,object,1029
non_commissioned_officer,object,1030
non_skin_percussion_instrument,object,1031
noodle,object,1032
nose,object,1033
numeric_keypad,object,1034
oars,object,1035
oboist,object,1036
ocarina,object,1037
off_road_vehicle,object,1038
office_equipment,object,1039
office_supplies,object,1040
oil_paint,object,1041
open_wheel_car,object,1042
optical_instrument,object,1043
orator,object,1044
organ,object,1045
organ_pipe,object,1046
organist,object,1047
outdoor_furniture,object,1048
outdoor_grill,object,1049
outdoor_play_equipment,object,1050
outdoor_power_equipment,object,1051
outdoor_shoe,object,1052
outdoor_structure,object,1053
outerwear,object,1054
output_device,object,1055
overhead_power_line,object,1056
ox,object,1057
oxygen_mask,object,1058
oyster,object,1059
oyster_mushroom,object,1060
oyster_shell,object,1061
pack_animal,object,1062
paddle,object,1063
padlock,object,1064
paintball_equipment,object,1065
paintball_gun,object,1066
palm_tree,object,1067
pan,object,1068
panelist,object,1069
pantyhose,object,1070
paper_product,object,1071
paper_towel,object,1072
parachute,object,1073
parakeet,object,1074
parallel_bars,object,1075
park_bench,object,1076
parquet,object,1077
parrot,object,1078
parsley,object,1079
passenger,object,1080
passenger_ship,object,1081
pasta,object,1082
pastry,object,1083
patient,object,1084
paving,object,1085
paw,object,1086
pawn,object,1087
pearl,object,1088
pebble,object,1089
pedestrian,object,1090
peel,object,1091
pen,object,1092
pencil,object,1093
pencil_sharpener,object,1094
percussion_accessory,object,1095
percussion_instrument,object,1096
percussionist,object,1097
performance_car,object,1098
perico,object,1099
personal_computer,object,1100
personal_digital_assistant,object,1101
personal_flotation_device,object,1102
personal_protective_equipment,object,1103
petal,object,1104
pezizales,object,1105
photocopier,object,1106
physical_therapist,object,1107
physician,object,1108
pianet,object,1109
pianist,object,1110
piano,object,1111
piano_keyboard,object,1112
picador,object,1113
picket_fence,object,1114
pickup_truck,object,1115
picnic_boat,object,1116
pig,object,1117
pig_like_mammal,object,1118
pigeon,object,1119
pigeons_and_doves,object,1120
pillow,object,1121
pilot_boat,object,1122
pinata,object,1123
pinball_machine,object,1124
pine,object,1125
pine_family,object,1126
pineapple,object,1127
pinscher,object,1128
pint_glass,object,1129
pipe,object,1130
pizza,object,1131
pizza_cheese,object,1132
plant,object,1133
plant_stem,object,1134
plastic_bag,object,1135
plate,object,1136
platter,object,1137
play_vehicle,object,1138
player,object,1139
playground_slide,object,1140
playpen,object,1141
playstation_3_accessory,object,1142
playstation_accessory,object,1143
pliers,object,1144
plimsoll,object,1145
plucked_string_instruments,object,1146
plumbing,object,1147
plumbing_fixture,object,1148
pocket,object,1149
pointer,object,1150
pole,object,1151
police_officer,object,1152
polo_mallet,object,1153
polo_pony,object,1154
polo_shirt,object,1155
pomeranian,object,1156
pommel_horse,object,1157
pontoon,object,1158
pony,object,1159
poodle,object,1160
porcelain,object,1161
portable_communications_device,object,1162
portable_media_player,object,1163
portrait,object,1164
poster,object,1165
potato,object,1166
potato_and_tomato_genus,object,1167
pothole,object,1168
powdered_sugar,object,1169
power_drill,object,1170
power_mower,object,1171
power_shovel,object,1172
printer,object,1173
produce,object,1174
professional_golfer,object,1175
propeller,object,1176
protective_equipment_in_gridiron_football,object,1177
protective_gear_in_sports,object,1178
pug,object,1179
pumpkin,object,1180
pungsan_dog,object,1181
puppy,object,1182
putter,object,1183
puzzle,object,1184
queen,object,1185
quill,object,1186
rabbit,object,1187
race_car,object,1188
racer,object,1189
racing_bicycle,object,1190
racket,object,1191
radial,object,1192
random_orbital_sander,object,1193
ranged_weapon,object,1194
rear_view_mirror,object,1195
recycling_bin,object,1196
red_carpet,object,1197
red_meat,object,1198
red_wine,object,1199
redhead,object,1200
reed_instrument,object,1201
refrigerator,object,1202
rein,object,1203
remote_control,object,1204
reptile,object,1205
researcher,object,1206
retaining_wall,object,1207
retriever,object,1208
ribbon,object,1209
rice,object,1210
rifle,object,1211
rim,object,1212
ring,object,1213
road_bicycle,object,1214
roast_beef,object,1215
robot,object,1216
rock_climbing_equipment,object,1217
rock_star,object,1218
rodent,object,1219
roller_blades,object,1220
roller_skates,object,1221
rolling_pin,object,1222
roof,object,1223
root,object,1224
root_vegetable,object,1225
rope,object,1226
rose,object,1227
rose_family,object,1228
rotisserie,object,1229
royal_icing,object,1230
rubber_boot,object,1231
rubble,object,1232
runner,object,1233
running_shoe,object,1234
saddle,object,1235
safe,object,1236
safety_belt,object,1237
safety_bicycle,object,1238
safety_glove,object,1239
sail,object,1240
sailboat,object,1241
sailing_ship,object,1242
salad,object,1243
salmon,object,1244
samoyed,object,1245
sand,object,1246
sand_wedge,object,1247
sandal,object,1248
sandbox,object,1249
sandwich,object,1250
sapsali,object,1251
sari,object,1252
sarong,object,1253
sash_window,object,1254
sashimi,object,1255
saucer,object,1256
sauces,object,1257
sausage,object,1258
saw,object,1259
saxhorn,object,1260
saxophone,object,1261
saxophonist,object,1262
scaffolding,object,1263
scale_model,object,1264
scaled_reptile,object,1265
scanner,object,1266
scarf,object,1267
schipperke,object,1268
schnoodle,object,1269
schooner,object,1270
scientific_instrument,object,1271
scissors,object,1272
scooter,object,1273
scoreboard,object,1274
scow,object,1275
scrap,object,1276
screen,object,1277
sculptor,object,1278
sculpture,object,1279
sea_ice,object,1280
sea_kayak,object,1281
sea_turtle,object,1282
seabird,object,1283
seaplane,object,1284
seat_belt,object,1285
seaweed,object,1286
sedan,object,1287
seed,object,1288
segway,object,1289
senior_citizen,object,1290
serger,object,1291
serpent,object,1292
serveware,object,1293
sewing_machine,object,1294
sewing_machine_needle,object,1295
shaving_cream,object,1296
shed,object,1297
sheep,object,1298
shelf,object,1299
shih_tzu,object,1300
ship,object,1301
shipwreck,object,1302
shirt,object,1303
shoe,object,1304
shopkeeper,object,1305
shopping_basket,object,1306
shopping_cart,object,1307
shorts,object,1308
shoulder,object,1309
shovel,object,1310
shower_curtain,object,1311
shrimp,object,1312
shrub,object,1313
siberian_husky,object,1314
sicilian_pizza,object,1315
sideboard,object,1316
siding,object,1317
sign,object,1318
singer,object,1319
singlet,object,1320
sink,object,1321
skateboard,object,1322
skateboarder,object,1323
skateboarding_equipment_and_supplies,object,1324
sketch,object,1325
skewer,object,1326
ski,object,1327
ski_binding,object,1328
ski_equipment,object,1329
ski_pole,object,1330
skidder,object,1331
skiff,object,1332
skin,object,1333
skin_head_percussion_instrument,object,1334
skirt,object,1335
slate_roof,object,1336
sled,object,1337
sled_dog,object,1338
sleeper,object,1339
sleeve,object,1340
sloop,object,1341
slot,object,1342
slot_machine,object,1343
small_appliance,object,1344
smartphone,object,1345
smoke,object,1346
snack,object,1347
snake,object,1348
snare_drum,object,1349
sneakers,object,1350
snorkel,object,1351
snout,object,1352
snow_thrower,object,1353
snowboard,object,1354
snowmobile,object,1355
snowplow,object,1356
snowshoe,object,1357
snowsuit,object,1358
soccer_ball,object,1359
soccer_player,object,1360
sock,object,1361
soft_drink,object,1362
soil,object,1363
soup,object,1364
space_bar,object,1365
spaghetti,object,1366
spaniel,object,1367
spatula,object,1368
speaker,object,1369
speedometer,object,1370
speleothem,object,1371
spice,object,1372
spinach,object,1373
spinach_salad,object,1374
spindle,object,1375
spinet,object,1376
spinning_wheel,object,1377
spitz,object,1378
spoke,object,1379
spokesperson,object,1380
spoon,object,1381
sport_kite,object,1382
sport_utility_vehicle,object,1383
sports_car,object,1384
sports_equipment,object,1385
sports_uniform,object,1386
sportswear,object,1387
spring_greens,object,1388
sprinkler,object,1389
spruce,object,1390
spume,object,1391
square_dancer,object,1392
squash,object,1393
stairs,object,1394
stalagmite,object,1395
stall,object,1396
stallion,object,1397
standard_poodle,object,1398
statue,object,1399
steak,object,1400
steam_iron,object,1401
steamed_rice,object,1402
steel,object,1403
steel_drum,object,1404
steering_part,object,1405
steering_wheel,object,1406
stemware,object,1407
stew,object,1408
stick,object,1409
stock_car,object,1410
stocking,object,1411
stomach,object,1412
stone_wall,object,1413
storage_basket,object,1414
stout,object,1415
stove_and_oven,object,1416
strainer,object,1417
straw,object,1418
streamer_fly,object,1419
street_light,object,1420
string_instrument,object,1421
string_instrument_accessory,object,1422
stubble,object,1423
student,object,1424
stuffed_toy,object,1425
stuffing,object,1426
stunt_performer,object,1427
subcompact_car,object,1428
subwoofer,object,1429
sugar_cake,object,1430
sugar_paste,object,1431
suit,object,1432
sun,object,1433
sun_hat,object,1434
sunbather,object,1435
sunglasses,object,1436
sunlight,object,1437
supercar,object,1438
superhero,object,1439
surfboard,object,1440
surfing_equipment_and_supplies,object,1441
swab,object,1442
swan,object,1443
sweater,object,1444
sweet_grass,object,1445
swimmer,object,1446
swimsuit_bottom,object,1447
swimwear,object,1448
swing,object,1449
switch,object,1450
synthesizer,object,1451
t_shirt,object,1452
